index,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,StreetType,WeekdaySale,MonthSale,AgeBuilding,Weekend
2745,Glen Iris,5,h,3730000.0,PI,other,2016-09-03,9.2,3146,4,3,2,919.0,353.0,Stonnington,-37.8637,145.0438,Southern Metropolitan,10412,"-37.8637, 145.0438",St,5,9,91,1
2746,Glen Iris,4,h,1800000.0,VB,Marshall,2016-12-03,9.2,3146,4,2,2,868.0,217.0,Boroondara,-37.8522,145.0893,Southern Metropolitan,10412,"-37.8522, 145.0893",Rd,5,12,86,1
2747,Glen Iris,4,h,1998000.0,S,other,2016-12-03,9.2,3146,4,2,1,739.0,183.0,Boroondara,-37.8513,145.0601,Southern Metropolitan,10412,"-37.8513, 145.0601",Rd,5,12,14,1
2748,Glen Iris,2,u,671000.0,S,Noel,2017-03-04,9.2,3146,2,1,1,0.0,85.0,Boroondara,-37.8555,145.0889,Southern Metropolitan,10412,"-37.8555, 145.0889",Rd,5,3,57,1
2749,Glen Iris,4,h,3110000.0,S,Jellis,2017-03-04,9.2,3146,4,2,4,1318.0,126.0,Stonnington,-37.853,145.0491,Southern Metropolitan,10412,"-37.853, 145.0491",Gr,5,3,47,1
2750,Glen Iris,3,h,1780000.0,S,hockingstuart,2017-03-04,9.2,3146,3,1,2,627.0,126.0,Boroondara,-37.8599,145.0898,Southern Metropolitan,10412,"-37.8599, 145.0898",St,5,3,47,1
2751,Glen Iris,3,h,1425000.0,S,Marshall,2017-03-04,9.2,3146,3,2,2,217.0,163.0,Boroondara,-37.8639,145.0641,Southern Metropolitan,10412,"-37.8639, 145.0641",St,5,3,11,1
2752,Glen Iris,3,h,1530000.0,S,Jellis,2016-06-04,9.2,3146,3,1,1,753.0,118.0,Boroondara,-37.8543,145.0889,Southern Metropolitan,10412,"-37.8543, 145.0889",Rd,5,6,76,1
2753,Glen Iris,4,h,1900000.0,PI,Jellis,2016-06-04,9.2,3146,4,4,2,708.0,323.0,Boroondara,-37.8646,145.0673,Southern Metropolitan,10412,"-37.8646, 145.0673",St,5,6,31,1
2754,Glen Iris,2,h,1500000.0,S,Marshall,2016-06-04,9.2,3146,3,1,2,660.0,126.0,Boroondara,-37.8536,145.0911,Southern Metropolitan,10412,"-37.8536, 145.0911",St,5,6,46,1
2755,Glen Iris,3,h,1360000.0,PI,Fletchers,2016-06-04,9.2,3146,3,2,1,704.0,134.0,Boroondara,-37.852,145.0942,Southern Metropolitan,10412,"-37.852, 145.0942",St,5,6,76,1
2756,Glen Iris,5,h,2175000.0,S,Fletchers,2016-06-04,9.2,3146,5,3,4,619.0,327.0,Boroondara,-37.8554,145.0611,Southern Metropolitan,10412,"-37.8554, 145.0611",Pde,5,6,13,1
2757,Glen Iris,4,h,2325000.0,PI,Marshall,2016-06-04,9.2,3146,4,3,2,638.0,314.0,Boroondara,-37.8523,145.0726,Southern Metropolitan,10412,"-37.8523, 145.0726",St,5,6,86,1
2758,Glen Iris,4,h,2538000.0,S,Marshall,2016-08-06,9.2,3146,4,2,3,630.0,314.0,Boroondara,-37.856,145.0691,Southern Metropolitan,10412,"-37.856, 145.0691",Rd,5,8,16,1
2759,Glen Iris,4,h,2300000.0,VB,Jellis,2016-08-06,9.2,3146,4,3,4,1258.0,254.0,Boroondara,-37.8552,145.082,Southern Metropolitan,10412,"-37.8552, 145.082",St,5,8,75,1
2760,Glen Iris,2,u,550000.0,SP,Jellis,2016-05-07,9.2,3146,2,1,1,0.0,63.0,Stonnington,-37.8567,145.0435,Southern Metropolitan,10412,"-37.8567, 145.0435",Rd,5,5,48,1
2761,Glen Iris,3,h,1600000.0,VB,Fletchers,2016-05-07,9.2,3146,3,2,1,704.0,134.0,Boroondara,-37.852,145.0942,Southern Metropolitan,10412,"-37.852, 145.0942",St,5,5,76,1
2762,Glen Iris,3,h,2100000.0,VB,Marshall,2016-05-07,9.2,3146,3,2,2,904.0,126.0,Boroondara,-37.856,145.0705,Southern Metropolitan,10412,"-37.856, 145.0705",Rd,5,5,46,1
2763,Glen Iris,3,h,2115000.0,S,Jellis,2016-05-07,9.2,3146,4,2,2,745.0,157.0,Boroondara,-37.8501,145.059,Southern Metropolitan,10412,"-37.8501, 145.059",Rd,5,5,96,1
2764,Glen Iris,3,h,1700000.0,S,Jellis,2016-05-07,9.2,3146,3,2,2,625.0,188.0,Boroondara,-37.8602,145.0925,Southern Metropolitan,10412,"-37.8602, 145.0925",St,5,5,65,1
2765,Glen Iris,4,h,3500000.0,S,Kay,2016-05-07,9.2,3146,4,2,2,859.0,126.0,Stonnington,-37.8625,145.04399999999995,Southern Metropolitan,10412,"-37.8625, 145.044",St,5,5,46,1
2766,Glen Iris,3,h,1750000.0,S,Jellis,2016-05-07,9.2,3146,3,2,2,652.0,126.0,Boroondara,-37.8556,145.06799999999996,Southern Metropolitan,10412,"-37.8556, 145.068",Rd,5,5,46,1
2767,Glen Iris,3,h,967500.0,S,Marshall,2016-11-07,9.2,3146,3,2,1,233.0,126.0,Boroondara,-37.8515,145.0938,Southern Metropolitan,10412,"-37.8515, 145.0938",St,0,11,46,0
2768,Glen Iris,4,h,2077000.0,S,RT,2016-11-07,9.2,3146,4,2,3,553.0,143.0,Boroondara,-37.8589,145.0413,Southern Metropolitan,10412,"-37.8589, 145.0413",Rd,0,11,106,0
2769,Glen Iris,4,h,2850000.0,S,Jellis,2016-11-07,9.2,3146,4,3,2,1184.0,305.0,Boroondara,-37.8526,145.0848,Southern Metropolitan,10412,"-37.8526, 145.0848",Rd,0,11,81,0
2770,Glen Iris,2,u,411000.0,SP,Noel,2016-10-08,9.2,3146,2,1,1,0.0,65.0,Stonnington,-37.85,145.0461,Southern Metropolitan,10412,"-37.85, 145.0461",St,5,10,46,1
2771,Glen Iris,3,h,1222000.0,S,Marshall,2016-10-08,9.2,3146,3,1,1,215.0,126.0,Boroondara,-37.85,145.05700000000004,Southern Metropolitan,10412,"-37.85, 145.057",Rd,5,10,46,1
2772,Glen Iris,4,h,1550000.0,S,Marshall,2016-10-08,9.2,3146,3,2,2,662.0,126.0,Boroondara,-37.8588,145.0832,Southern Metropolitan,10412,"-37.8588, 145.0832",Pde,5,10,46,1
2773,Glen Iris,3,h,1660000.0,S,other,2016-09-10,9.2,3146,3,1,2,297.0,126.0,Boroondara,-37.847,145.0535,Southern Metropolitan,10412,"-37.847, 145.0535",Rd,5,9,86,1
2774,Glen Iris,6,h,2250000.0,VB,Gary,2016-09-10,9.2,3146,5,3,2,650.0,126.0,Boroondara,-37.8534,145.0785,Southern Metropolitan,10412,"-37.8534, 145.0785",St,5,9,76,1
2775,Glen Iris,3,u,1162000.0,S,Jellis,2016-09-10,9.2,3146,2,2,2,281.0,126.0,Boroondara,-37.8579,145.0736,Southern Metropolitan,10412,"-37.8579, 145.0736",Rd,5,9,46,1
2776,Glen Iris,4,h,2020000.0,PI,Marshall,2016-09-10,9.2,3146,4,2,2,630.0,351.0,Boroondara,-37.8667,145.0752,Southern Metropolitan,10412,"-37.8667, 145.0752",St,5,9,7,1
2777,Glen Iris,2,h,845000.0,S,Noel,2016-09-10,9.2,3146,2,0,0,207.0,126.0,Stonnington,-37.863,145.0501,Southern Metropolitan,10412,"-37.863, 145.0501",St,5,9,46,1
2778,Glen Iris,3,h,1510000.0,PI,hockingstuart,2016-09-10,9.2,3146,3,2,2,370.0,126.0,Boroondara,-37.8597,145.0883,Southern Metropolitan,10412,"-37.8597, 145.0883",St,5,9,46,1
2779,Glen Iris,4,h,2010000.0,S,Marshall,2016-12-10,9.2,3146,4,2,2,659.0,212.0,Boroondara,-37.8509,145.0916,Southern Metropolitan,10412,"-37.8509, 145.0916",St,5,12,86,1
2780,Glen Iris,4,h,2975000.0,S,Marshall,2016-12-10,9.2,3146,4,3,4,0.0,30.0,Boroondara,-37.8541,145.0643,Southern Metropolitan,10412,"-37.8541, 145.0643",Pde,5,12,86,1
2781,Glen Iris,2,u,585000.0,SP,Marshall,2016-12-10,9.2,3146,2,1,1,0.0,126.0,Boroondara,-37.8523,145.0936,Southern Metropolitan,10412,"-37.8523, 145.0936",St,5,12,46,1
2782,Glen Iris,3,h,1275000.0,VB,other,2016-12-10,9.2,3146,3,2,2,669.0,126.0,Boroondara,-37.8596,145.0871,Southern Metropolitan,10412,"-37.8596, 145.0871",St,5,12,46,1
2783,Glen Iris,1,u,452000.0,S,RT,2016-12-10,9.2,3146,1,1,1,63.0,52.0,Stonnington,-37.8552,145.05,Southern Metropolitan,10412,"-37.8552, 145.05",Gr,5,12,36,1
2784,Glen Iris,3,t,1625000.0,S,Jellis,2016-12-10,9.2,3146,3,2,2,365.0,126.0,Boroondara,-37.8526,145.0853,Southern Metropolitan,10412,"-37.8526, 145.0853",Rd,5,12,46,1
2785,Glen Iris,4,h,1800000.0,SP,Marshall,2016-11-12,9.2,3146,4,3,2,743.0,126.0,Stonnington,-37.8566,145.0439,Southern Metropolitan,10412,"-37.8566, 145.0439",Rd,5,11,46,1
2786,Glen Iris,3,h,1820000.0,S,Jellis,2016-11-12,9.2,3146,3,1,3,650.0,136.0,Boroondara,-37.8571,145.0766,Southern Metropolitan,10412,"-37.8571, 145.0766",St,5,11,86,1
2787,Glen Iris,1,u,291000.0,PI,hockingstuart,2016-11-12,9.2,3146,1,1,1,1097.0,38.0,Stonnington,-37.8576,145.0452,Southern Metropolitan,10412,"-37.8576, 145.0452",St,5,11,34,1
2788,Glen Iris,2,u,710000.0,VB,Jellis,2016-11-12,9.2,3146,2,1,2,123.0,126.0,Boroondara,-37.8567,145.0666,Southern Metropolitan,10412,"-37.8567, 145.0666",Rd,5,11,46,1
2789,Glen Iris,4,h,2376000.0,S,Jellis,2016-11-12,9.2,3146,4,2,2,652.0,230.0,Boroondara,-37.8479,145.0557,Southern Metropolitan,10412,"-37.8479, 145.0557",St,5,11,91,1
2790,Glen Iris,2,h,1020000.0,SP,Jellis,2016-11-12,9.2,3146,2,1,0,251.0,126.0,Stonnington,-37.8627,145.0402,Southern Metropolitan,10412,"-37.8627, 145.0402",Rd,5,11,106,1
2791,Glen Iris,3,h,1456000.0,SP,Jellis,2016-11-12,9.2,3146,3,1,2,504.0,142.0,Stonnington,-37.8541,145.0544,Southern Metropolitan,10412,"-37.8541, 145.0544",St,5,11,96,1
2792,Glen Iris,3,h,1875000.0,S,Marshall,2016-08-13,9.2,3146,3,2,3,607.0,126.0,Boroondara,-37.8534,145.0735,Southern Metropolitan,10412,"-37.8534, 145.0735",St,5,8,46,1
2793,Glen Iris,3,h,1430000.0,S,Marshall,2016-08-13,9.2,3146,3,3,2,385.0,255.0,Boroondara,-37.8524,145.0425,Southern Metropolitan,10412,"-37.8524, 145.0425",Rd,5,8,46,1
2794,Glen Iris,6,h,2300000.0,S,Fletchers,2016-05-14,9.2,3146,6,2,2,0.0,126.0,Boroondara,-37.8519,145.091,Southern Metropolitan,10412,"-37.8519, 145.091",St,5,5,46,1
2795,Glen Iris,1,t,345000.0,PI,Jellis,2016-05-14,9.2,3146,1,1,1,745.0,44.0,Stonnington,-37.8505,145.0459,Southern Metropolitan,10412,"-37.8505, 145.0459",St,5,5,46,1
2796,Glen Iris,5,h,2000000.0,PI,Marshall,2016-05-14,9.2,3146,5,3,1,696.0,248.0,Boroondara,-37.8563,145.0709,Southern Metropolitan,10412,"-37.8563, 145.0709",Rd,5,5,96,1
2797,Glen Iris,4,h,1550000.0,PI,Jellis,2016-05-14,9.2,3146,4,0,0,769.0,126.0,Boroondara,-37.8628,145.0734,Southern Metropolitan,10412,"-37.8628, 145.0734",St,5,5,46,1
2798,Glen Iris,3,h,1625000.0,S,Jellis,2016-05-14,9.2,3146,4,2,4,1005.0,126.0,Stonnington,-37.8528,145.0487,Southern Metropolitan,10412,"-37.8528, 145.0487",Gr,5,5,36,1
2799,Glen Iris,2,u,480000.0,SP,Jellis,2016-05-14,9.2,3146,2,1,1,0.0,126.0,Stonnington,-37.8559,145.049,Southern Metropolitan,10412,"-37.8559, 145.049",St,5,5,46,1
2800,Glen Iris,2,t,585000.0,S,Jellis,2016-10-15,9.2,3146,2,1,1,84.0,84.0,Boroondara,-37.8517,145.0796,Southern Metropolitan,10412,"-37.8517, 145.0796",St,5,10,56,1
2801,Glen Iris,5,h,1960000.0,PI,Gary,2016-10-15,9.2,3146,5,3,2,650.0,126.0,Boroondara,-37.8534,145.0785,Southern Metropolitan,10412,"-37.8534, 145.0785",St,5,10,76,1
2802,Glen Iris,4,h,1700000.0,PI,Fletchers,2016-10-15,9.2,3146,4,3,1,650.0,266.0,Boroondara,-37.8581,145.078,Southern Metropolitan,10412,"-37.8581, 145.078",St,5,10,70,1
2803,Glen Iris,2,u,680000.0,S,hockingstuart,2016-10-15,9.2,3146,2,1,1,0.0,126.0,Stonnington,-37.8566,145.0454,Southern Metropolitan,10412,"-37.8566, 145.0454",St,5,10,46,1
2804,Glen Iris,3,t,1220000.0,S,Jellis,2016-10-15,9.2,3146,3,2,2,278.0,126.0,Stonnington,-37.8574,145.0496,Southern Metropolitan,10412,"-37.8574, 145.0496",Gr,5,10,17,1
2805,Glen Iris,3,h,1375000.0,S,Marshall,2016-10-15,9.2,3146,3,2,2,328.0,176.0,Boroondara,-37.8529,145.0605,Southern Metropolitan,10412,"-37.8529, 145.0605",Rd,5,10,26,1
2806,Glen Iris,2,h,920000.0,S,Fletchers,2016-10-15,9.2,3146,2,1,2,334.0,115.0,Stonnington,-37.8577,145.0576,Southern Metropolitan,10412,"-37.8577, 145.0576",St,5,10,86,1
2807,Glen Iris,2,u,382000.0,SP,hockingstuart,2016-07-16,9.2,3146,2,1,1,1069.0,33.0,Stonnington,-37.8547,145.0457,Southern Metropolitan,10412,"-37.8547, 145.0457",St,5,7,56,1
2808,Glen Iris,2,u,545000.0,S,Fletchers,2016-07-16,9.2,3146,3,0,0,0.0,126.0,Stonnington,-37.85,145.0465,Southern Metropolitan,10412,"-37.85, 145.0465",St,5,7,46,1
2809,Glen Iris,4,t,1350000.0,VB,Woodards,2016-07-16,9.2,3146,3,2,2,342.0,126.0,Boroondara,-37.8622,145.0634,Southern Metropolitan,10412,"-37.8622, 145.0634",St,5,7,46,1
2810,Glen Iris,2,h,1280000.0,S,Noel,2016-07-16,9.2,3146,2,1,1,412.0,123.0,Stonnington,-37.8541,145.05100000000004,Southern Metropolitan,10412,"-37.8541, 145.051",Rd,5,7,66,1
2811,Glen Iris,3,h,1825000.0,S,Fletchers,2016-09-17,9.2,3146,3,1,2,652.0,126.0,Boroondara,-37.8552,145.0785,Southern Metropolitan,10412,"-37.8552, 145.0785",St,5,9,46,1
2812,Glen Iris,5,h,2825000.0,PI,Jellis,2016-09-17,9.2,3146,5,4,4,802.0,206.0,Boroondara,-37.8627,145.0719,Southern Metropolitan,10412,"-37.8627, 145.0719",St,5,9,3,1
2813,Glen Iris,3,h,2825000.0,S,Jellis,2016-09-17,9.2,3146,4,2,4,885.0,217.0,Stonnington,-37.8577,145.0421,Southern Metropolitan,10412,"-37.8577, 145.0421",St,5,9,106,1
2814,Glen Iris,4,h,1825000.0,S,RT,2016-09-17,9.2,3146,3,3,2,366.0,26.0,Boroondara,-37.8503,145.0586,Southern Metropolitan,10412,"-37.8503, 145.0586",Rd,5,9,17,1
2815,Glen Iris,1,u,328000.0,S,Jellis,2017-03-18,9.2,3146,1,1,0,0.0,126.0,Boroondara,-37.8588,145.0512,Southern Metropolitan,10412,"-37.8588, 145.0512",Rd,5,3,47,1
2816,Glen Iris,4,h,2016000.0,S,Jellis,2017-03-18,9.2,3146,4,2,3,733.0,126.0,Boroondara,-37.8561,145.0864,Southern Metropolitan,10412,"-37.8561, 145.0864",St,5,3,47,1
2817,Glen Iris,5,h,3085000.0,S,Marshall,2017-03-18,9.2,3146,5,3,3,778.0,326.0,Boroondara,-37.8582,145.0715,Southern Metropolitan,10412,"-37.8582, 145.0715",Rd,5,3,17,1
2818,Glen Iris,3,h,1710000.0,S,Noel,2017-03-18,9.2,3146,3,1,3,557.0,126.0,Stonnington,-37.8556,145.0499,Southern Metropolitan,10412,"-37.8556, 145.0499",Gr,5,3,47,1
2819,Glen Iris,3,h,1770000.0,SP,Noel,2017-03-18,9.2,3146,3,1,3,603.0,126.0,Boroondara,-37.8503,145.0754,Southern Metropolitan,10412,"-37.8503, 145.0754",Rd,5,3,47,1
2820,Glen Iris,3,h,1765000.0,S,Philip,2017-03-18,9.2,3146,3,1,2,650.0,126.0,Boroondara,-37.8505,145.0852,Southern Metropolitan,10412,"-37.8505, 145.0852",Rd,5,3,47,1
2821,Glen Iris,2,u,511000.0,S,Marshall,2016-06-18,9.2,3146,2,1,1,0.0,126.0,Stonnington,-37.8517,145.0459,Southern Metropolitan,10412,"-37.8517, 145.0459",Pde,5,6,46,1
2822,Glen Iris,3,h,2000000.0,PI,Jellis,2016-06-18,9.2,3146,2,1,2,821.0,126.0,Boroondara,-37.8581,145.0685,Southern Metropolitan,10412,"-37.8581, 145.0685",Rd,5,6,46,1
2823,Glen Iris,2,h,1600000.0,PI,Noel,2016-06-18,9.2,3146,2,2,2,718.0,184.0,Boroondara,-37.858,145.0696,Southern Metropolitan,10412,"-37.858, 145.0696",Rd,5,6,66,1
2824,Glen Iris,3,h,1880000.0,S,RT,2016-06-18,9.2,3146,3,2,2,668.0,126.0,Boroondara,-37.8489,145.0711,Southern Metropolitan,10412,"-37.8489, 145.0711",Rd,5,6,96,1
2825,Glen Iris,5,h,2352500.0,PI,Marshall,2016-11-19,9.2,3146,5,3,2,642.0,336.0,Boroondara,-37.859,145.0656,Southern Metropolitan,10412,"-37.859, 145.0656",St,5,11,86,1
2826,Glen Iris,5,h,3860000.0,S,Marshall,2016-11-19,9.2,3146,5,4,2,830.0,520.0,Boroondara,-37.8563,145.072,Southern Metropolitan,10412,"-37.8563, 145.072",Rd,5,11,7,1
2827,Glen Iris,4,h,2625000.0,PI,Marshall,2016-11-19,9.2,3146,4,3,2,840.0,326.0,Boroondara,-37.8538,145.0641,Southern Metropolitan,10412,"-37.8538, 145.0641",Pde,5,11,86,1
2828,Glen Iris,2,u,856500.0,S,Marshall,2016-11-19,9.2,3146,2,1,1,0.0,126.0,Stonnington,-37.8566,145.0553,Southern Metropolitan,10412,"-37.8566, 145.0553",Rd,5,11,56,1
2829,Glen Iris,5,h,1650000.0,PI,Noel,2016-05-22,9.2,3146,5,2,2,400.0,126.0,Stonnington,-37.8572,145.0555,Southern Metropolitan,10412,"-37.8572, 145.0555",Rd,6,5,46,1
2830,Glen Iris,2,t,600000.0,VB,Gary,2016-08-22,9.2,3146,2,1,1,0.0,1143.0,Stonnington,-37.8506,145.0465,Southern Metropolitan,10412,"-37.8506, 145.0465",St,0,8,46,0
2831,Glen Iris,2,u,690000.0,S,other,2016-09-24,9.2,3146,2,1,2,166.0,126.0,Boroondara,-37.863,145.0631,Southern Metropolitan,10412,"-37.863, 145.0631",St,5,9,46,1
2832,Glen Iris,3,t,1200000.0,VB,other,2016-09-24,9.2,3146,3,2,2,541.0,126.0,Stonnington,-37.8628,145.0486,Southern Metropolitan,10412,"-37.8628, 145.0486",St,5,9,46,1
2833,Glen Iris,4,h,3010000.0,S,Kay,2016-09-24,9.2,3146,3,3,2,677.0,126.0,Boroondara,-37.8476,145.0554,Southern Metropolitan,10412,"-37.8476, 145.0554",St,5,9,106,1
2834,Glen Iris,2,u,785000.0,S,Jellis,2016-09-24,9.2,3146,2,1,1,0.0,126.0,Boroondara,-37.8488,145.0573,Southern Metropolitan,10412,"-37.8488, 145.0573",Rd,5,9,46,1
2835,Glen Iris,4,h,1950000.0,SP,Marshall,2017-02-25,9.2,3146,4,2,2,775.0,155.0,Boroondara,-37.8561,145.0934,Southern Metropolitan,10412,"-37.8561, 145.0934",Rd,5,2,57,1
2836,Glen Iris,3,h,2200000.0,S,Marshall,2017-02-25,9.2,3146,3,1,2,700.0,142.0,Boroondara,-37.8553,145.0711,Southern Metropolitan,10412,"-37.8553, 145.0711",Rd,5,2,87,1
2837,Glen Iris,3,h,1751000.0,S,Jellis,2017-02-25,9.2,3146,3,1,3,609.0,140.0,Boroondara,-37.8542,145.0733,Southern Metropolitan,10412,"-37.8542, 145.0733",St,5,2,87,1
2838,Glen Iris,4,h,1857000.0,S,Kay,2017-02-25,9.2,3146,4,2,3,548.0,205.0,Stonnington,-37.8536,145.0547,Southern Metropolitan,10412,"-37.8536, 145.0547",Rd,5,2,87,1
2839,Glen Iris,1,u,375000.0,PI,Noel,2017-02-25,9.2,3146,1,1,1,602.0,126.0,Stonnington,-37.8597,145.0571,Southern Metropolitan,10412,"-37.8597, 145.0571",Rd,5,2,47,1
2840,Glen Iris,2,u,720000.0,VB,Jellis,2017-02-25,9.2,3146,2,1,2,0.0,74.0,Boroondara,-37.8468,145.0515,Southern Metropolitan,10412,"-37.8468, 145.0515",St,5,2,77,1
2841,Glen Iris,3,h,1500000.0,S,RT,2017-02-25,9.2,3146,3,1,3,401.0,107.0,Boroondara,-37.8471,145.05100000000004,Southern Metropolitan,10412,"-37.8471, 145.051",St,5,2,82,1
2842,Glen Iris,4,h,2725000.0,S,Marshall,2017-02-25,9.2,3146,4,3,2,603.0,246.0,Boroondara,-37.8521,145.0657,Southern Metropolitan,10412,"-37.8521, 145.0657",Pde,5,2,10,1
2843,Glen Iris,2,h,1723000.0,S,Jellis,2016-07-26,9.2,3146,2,1,1,553.0,126.0,Boroondara,-37.8464,145.0511,Southern Metropolitan,10412,"-37.8464, 145.0511",Ct,1,7,46,0
2844,Glen Iris,2,u,529500.0,S,hockingstuart,2016-07-26,9.2,3146,2,1,1,0.0,126.0,Stonnington,-37.8572,145.0423,Southern Metropolitan,10412,"-37.8572, 145.0423",St,1,7,46,0
2845,Glen Iris,3,h,2800000.0,S,Greg,2016-07-26,9.2,3146,3,1,2,762.0,153.0,Stonnington,-37.8575,145.0554,Southern Metropolitan,10412,"-37.8575, 145.0554",Rd,1,7,86,0
2846,Glen Iris,3,h,1665000.0,S,hockingstuart,2016-06-27,9.2,3146,3,1,2,685.0,143.0,Boroondara,-37.8538,145.0842,Southern Metropolitan,10412,"-37.8538, 145.0842",St,0,6,75,0
2847,Glen Iris,2,u,600000.0,S,hockingstuart,2016-06-27,9.2,3146,2,1,1,0.0,80.0,Stonnington,-37.8555,145.0518,Southern Metropolitan,10412,"-37.8555, 145.0518",Rd,0,6,56,0
2848,Glen Iris,3,h,1420000.0,S,Buxton,2016-06-27,9.2,3146,3,1,2,615.0,607.0,Boroondara,-37.8578,145.0919,Southern Metropolitan,10412,"-37.8578, 145.0919",St,0,6,76,0
2849,Glen Iris,3,h,1550000.0,S,Jellis,2016-11-27,9.2,3146,3,2,2,307.0,126.0,Boroondara,-37.8531,145.086,Southern Metropolitan,10412,"-37.8531, 145.086",St,6,11,46,1
2850,Glen Iris,1,u,420000.0,VB,Jellis,2016-11-27,9.2,3146,1,1,1,805.0,126.0,Boroondara,-37.8592,145.0484,Southern Metropolitan,10412,"-37.8592, 145.0484",St,6,11,5,1
2851,Glen Iris,4,h,1920000.0,S,Marshall,2016-11-27,9.2,3146,4,2,2,706.0,126.0,Boroondara,-37.8573,145.0904,Southern Metropolitan,10412,"-37.8573, 145.0904",St,6,11,46,1
2852,Glen Iris,5,h,2100000.0,S,Jellis,2016-11-27,9.2,3146,5,3,2,696.0,126.0,Boroondara,-37.8478,145.0566,Southern Metropolitan,10412,"-37.8478, 145.0566",Rd,6,11,27,1
2853,Glen Iris,5,h,2410000.0,PI,Marshall,2016-11-27,9.2,3146,5,2,2,654.0,354.0,Boroondara,-37.8515,145.0922,Southern Metropolitan,10412,"-37.8515, 145.0922",Pde,6,11,1,1
2854,Glen Iris,4,h,2100000.0,PI,Marshall,2016-11-27,9.2,3146,4,2,2,645.0,216.0,Boroondara,-37.8516,145.061,Southern Metropolitan,10412,"-37.8516, 145.061",Pde,6,11,86,1
2855,Glen Iris,4,h,2950000.0,S,Kay,2016-11-27,9.2,3146,4,2,2,1485.0,295.0,Boroondara,-37.8509,145.0856,Southern Metropolitan,10412,"-37.8509, 145.0856",Rd,6,11,50,1
2856,Glen Iris,2,u,390000.0,S,hockingstuart,2016-05-28,9.2,3146,2,1,1,0.0,126.0,Stonnington,-37.8497,145.0466,Southern Metropolitan,10412,"-37.8497, 145.0466",St,5,5,46,1
2857,Glen Iris,5,h,3365000.0,S,RT,2016-05-28,9.2,3146,5,2,2,1339.0,270.0,Stonnington,-37.8649,145.0547,Southern Metropolitan,10412,"-37.8649, 145.0547",Gr,5,5,91,1
2858,Glen Iris,4,h,1390000.0,S,Noel,2016-05-28,9.2,3146,3,2,3,397.0,126.0,Boroondara,-37.8578,145.06799999999996,Southern Metropolitan,10412,"-37.8578, 145.068",Rd,5,5,46,1
2859,Glen Iris,4,h,1802000.0,S,other,2016-05-28,9.2,3146,4,3,2,394.0,126.0,Boroondara,-37.8523,145.0603,Southern Metropolitan,10412,"-37.8523, 145.0603",Rd,5,5,36,1
2860,Glen Iris,3,h,1310000.0,S,Marshall,2016-08-28,9.2,3146,3,1,2,464.0,126.0,Boroondara,-37.8539,145.0702,Southern Metropolitan,10412,"-37.8539, 145.0702",St,6,8,46,1
2861,Glen Iris,3,h,1931000.0,S,Jellis,2016-08-28,9.2,3146,3,2,2,648.0,193.0,Boroondara,-37.8547,145.0771,Southern Metropolitan,10412,"-37.8547, 145.0771",St,6,8,41,1
2862,Glen Iris,4,h,2000000.0,PI,RT,2016-08-28,9.2,3146,3,2,4,401.0,126.0,Boroondara,-37.8583,145.0726,Southern Metropolitan,10412,"-37.8583, 145.0726",Rd,6,8,46,1
2863,Glen Iris,2,h,1250000.0,S,Marshall,2016-08-28,9.2,3146,2,1,2,438.0,107.0,Stonnington,-37.8511,145.0428,Southern Metropolitan,10412,"-37.8511, 145.0428",Rd,6,8,106,1
2864,Glen Iris,5,h,2400000.0,VB,Jellis,2016-07-30,9.2,3146,5,3,2,709.0,672.0,Boroondara,-37.8529,145.0806,Southern Metropolitan,10412,"-37.8529, 145.0806",St,5,7,86,1
2865,Glen Iris,2,u,460000.0,PI,hockingstuart,2016-07-30,9.2,3146,2,1,1,0.0,126.0,Stonnington,-37.8578,145.0537,Southern Metropolitan,10412,"-37.8578, 145.0537",Rd,5,7,46,1
2866,Glenroy,3,h,610000.0,S,Ray,2016-09-03,13.0,3046,3,1,2,696.0,118.0,Moreland,-37.6972,144.9431,Northern Metropolitan,8870,"-37.6972, 144.9431",St,5,9,56,1
2867,Glenroy,3,h,610000.0,S,other,2016-12-03,13.0,3046,3,1,3,640.0,144.0,Moreland,-37.6979,144.9335,Northern Metropolitan,8870,"-37.6979, 144.9335",St,5,12,56,1
2868,Glenroy,3,t,555000.0,SP,Stockdale,2016-12-03,13.0,3046,3,2,2,244.0,3.0,Moreland,-37.6969,144.9299,Northern Metropolitan,8870,"-37.6969, 144.9299",St,5,12,46,1
2869,Glenroy,3,h,500000.0,S,Nelson,2016-12-03,13.0,3046,3,1,1,336.0,126.0,Moreland,-37.7088,144.9356,Northern Metropolitan,8870,"-37.7088, 144.9356",St,5,12,46,1
2870,Glenroy,3,h,806500.0,S,Barry,2016-12-03,13.0,3046,3,1,2,766.0,127.0,Moreland,-37.6988,144.9372,Northern Metropolitan,8870,"-37.6988, 144.9372",St,5,12,51,1
2871,Glenroy,5,h,1150000.0,PI,Barry,2016-12-03,13.0,3046,5,3,2,700.0,126.0,Moreland,-37.7095,144.9253,Northern Metropolitan,8870,"-37.7095, 144.9253",Rd,5,12,46,1
